fname,label,manually_verified
t0000092.wav,Tire skidding,1
t0000093.wav,Tire skidding,1
t0000094.wav,Tire skidding,1
t0000095.wav,Tire skidding,1
t0000096.wav,Tire skidding,1
t0000097.wav,Tire skidding,1
t0000098.wav,Tire skidding,1
t0000099.wav,Tire skidding,1
t0000100.wav,Tire skidding,1
t0000101.wav,Tire skidding,1
t0000102.wav,Tire skidding,1
t0000103.wav,Tire skidding,1
t0000104.wav,Tire skidding,1
t0000105.wav,Tire skidding,1
t0000106.wav,Tire skidding,1
t0000107.wav,Tire skidding,1
t0000108.wav,Tire skidding,1
t0000109.wav,Tire skidding,1
t0000110.wav,Tire skidding,1
t0000111.wav,Tire skidding,1
t0000112.wav,Tire skidding,1
t0000113.wav,Tire skidding,1
t0000114.wav,Tire skidding,1
t0000115.wav,Tire skidding,1
t0000116.wav,Tire skidding,1
t0000117.wav,Tire skidding,1
t0000118.wav,Tire skidding,1
t0000119.wav,Tire skidding,1
t0000120.wav,Tire skidding,1
t0000121.wav,Tire skidding,1
t0000122.wav,Tire skidding,1
t0000123.wav,Tire skidding,1
t0000124.wav,Tire skidding,1
t0000125.wav,Tire skidding,1
t0000126.wav,Tire skidding,1
t0000127.wav,Tire skidding,1
t0000128.wav,Tire skidding,1
t0000129.wav,Tire skidding,1
t0000130.wav,Tire skidding,1
t0000131.wav,Tire skidding,1
t0000132.wav,Tire skidding,1
t0000133.wav,Tire skidding,1
t0000134.wav,Tire skidding,1
t0000135.wav,Tire skidding,1
t0000136.wav,Tire skidding,1
t0000137.wav,Tire skidding,1
t0000138.wav,Tire skidding,1
t0000139.wav,Tire skidding,1
t0000140.wav,Tire skidding,1
t0000141.wav,Tire skidding,1
t0000142.wav,Tire skidding,1
t0000143.wav,Tire skidding,1
t0000144.wav,Tire skidding,1
t0000145.wav,Tire skidding,1
t0000146.wav,Tire skidding,1
t0000147.wav,Tire skidding,1
t0000148.wav,Tire skidding,1
t0000149.wav,Tire skidding,1
t0000150.wav,Tire skidding,1
t0000151.wav,Tire skidding,1
t0000152.wav,Tire skidding,1
t0000153.wav,Tire skidding,1
t0000154.wav,Tire skidding,1
t0000155.wav,Tire skidding,1
t0000156.wav,Tire skidding,1
t0000157.wav,Tire skidding,1
t0000158.wav,Tire skidding,1
t0000159.wav,Tire skidding,1
t0000160.wav,Tire skidding,1
t0000161.wav,Tire skidding,1
t0000162.wav,Tire skidding,1
t0000163.wav,Tire skidding,1
t0000164.wav,Tire skidding,1
t0000165.wav,Tire skidding,1
t0000166.wav,Tire skidding,1
t0000167.wav,Tire skidding,1
t0000168.wav,Tire skidding,1
t0000169.wav,Tire skidding,1
t0000170.wav,Tire skidding,1
t0000171.wav,Tire skidding,1
t0000172.wav,Tire skidding,1
t0000173.wav,Tire skidding,1
t0000174.wav,Tire skidding,1
t0000175.wav,Tire skidding,1
t0000176.wav,Tire skidding,1
t0000177.wav,Tire skidding,1
t0000178.wav,Tire skidding,1
t0000179.wav,Tire skidding,1
t0000180.wav,Tire skidding,1
g0000000.wav,Glass,1
g0000001.wav,Glass,1
g0000002.wav,Glass,1
g0000003.wav,Glass,1
g0000004.wav,Glass,1
g0000005.wav,Glass,1
g0000006.wav,Glass,1
g0000007.wav,Glass,1
g0000008.wav,Glass,1
g0000009.wav,Glass,1
g0000010.wav,Glass,1
g0000011.wav,Glass,1
g0000012.wav,Glass,1
g0000013.wav,Glass,1
g0000014.wav,Glass,1
g0000015.wav,Glass,1
g0000016.wav,Glass,1
g0000017.wav,Glass,1
g0000018.wav,Glass,1
g0000019.wav,Glass,1
g0000020.wav,Glass,1
g0000021.wav,Glass,1
g0000022.wav,Glass,1
g0000023.wav,Glass,1
g0000024.wav,Glass,1
g0000025.wav,Glass,1
g0000026.wav,Glass,1
g0000027.wav,Glass,1
g0000028.wav,Glass,1
g0000029.wav,Glass,1
g0000030.wav,Glass,1
g0000031.wav,Glass,1
g0000032.wav,Glass,1
g0000033.wav,Glass,1
g0000034.wav,Glass,1
g0000035.wav,Glass,1
g0000036.wav,Glass,1
g0000037.wav,Glass,1
g0000038.wav,Glass,1
g0000039.wav,Glass,1
g0000040.wav,Glass,1
g0000041.wav,Glass,1
g0000042.wav,Glass,1
g0000043.wav,Glass,1
g0000044.wav,Glass,1
g0000045.wav,Glass,1
g0000046.wav,Glass,1
g0000047.wav,Glass,1
g0000048.wav,Glass,1
g0000049.wav,Glass,1
g0000050.wav,Glass,1
g0000051.wav,Glass,1
g0000052.wav,Glass,1
g0000053.wav,Glass,1
g0000054.wav,Glass,1
g0000055.wav,Glass,1
g0000056.wav,Glass,1
g0000057.wav,Glass,1
g0000058.wav,Glass,1
g0000059.wav,Glass,1
g0000060.wav,Glass,1
g0000061.wav,Glass,1
g0000062.wav,Glass,1
g0000063.wav,Glass,1
g0000064.wav,Glass,1
g0000065.wav,Glass,1
g0000066.wav,Glass,1
g0000067.wav,Glass,1
g0000068.wav,Glass,1
g0000069.wav,Glass,1
g0000070.wav,Glass,1
g0000071.wav,Glass,1
g0000072.wav,Glass,1
g0000073.wav,Glass,1
g0000074.wav,Glass,1
g0000075.wav,Glass,1
g0000076.wav,Glass,1
g0000077.wav,Glass,1
g0000078.wav,Glass,1
g0000079.wav,Glass,1
g0000080.wav,Glass,1
g0000081.wav,Glass,1
g0000082.wav,Glass,1
g0000083.wav,Glass,1
g0000084.wav,Glass,1
g0000085.wav,Glass,1
g0000086.wav,Glass,1
g0000087.wav,Glass,1
g0000088.wav,Glass,1
g0000089.wav,Glass,1
g0000090.wav,Glass,1
g0000091.wav,Glass,1
g0000092.wav,Glass,1
g0000093.wav,Glass,1
g0000094.wav,Glass,1
g0000095.wav,Glass,1
g0000096.wav,Glass,1
g0000097.wav,Glass,1
g0000098.wav,Glass,1
g0000099.wav,Glass,1
g0000100.wav,Glass,1
g0000101.wav,Glass,1
g0000102.wav,Glass,1
g0000103.wav,Glass,1
g0000104.wav,Glass,1
g0000105.wav,Glass,1
g0000106.wav,Glass,1
g0000107.wav,Glass,1
g0000108.wav,Glass,1
g0000109.wav,Glass,1
g0000110.wav,Glass,1
g0000111.wav,Glass,1
g0000112.wav,Glass,1
g0000113.wav,Glass,1
g0000114.wav,Glass,1
g0000115.wav,Glass,1
g0000116.wav,Glass,1
g0000117.wav,Glass,1
g0000118.wav,Glass,1
g0000119.wav,Glass,1
g0000120.wav,Glass,1
g0000121.wav,Glass,1
g0000122.wav,Glass,1
g0000123.wav,Glass,1
g0000124.wav,Glass,1
g0000125.wav,Glass,1
g0000126.wav,Glass,1
g0000127.wav,Glass,1
g0000128.wav,Glass,1
g0000129.wav,Glass,1
g0000130.wav,Glass,1
g0000131.wav,Glass,1
g0000132.wav,Glass,1
g0000133.wav,Glass,1
g0000134.wav,Glass,1
g0000135.wav,Glass,1
g0000136.wav,Glass,1
g0000137.wav,Glass,1
g0000138.wav,Glass,1
g0000139.wav,Glass,1
g0000140.wav,Glass,1
g0000141.wav,Glass,1
g0000142.wav,Glass,1
g0000143.wav,Glass,1
g0000144.wav,Glass,1
g0000145.wav,Glass,1
g0000146.wav,Glass,1
g0000147.wav,Glass,1
g0000148.wav,Glass,1
g0000149.wav,Glass,1
g0000150.wav,Glass,1
g0000151.wav,Glass,1
g0000152.wav,Glass,1
g0000153.wav,Glass,1
g0000154.wav,Glass,1
g0000155.wav,Glass,1
g0000156.wav,Glass,1
g0000157.wav,Glass,1
g0000158.wav,Glass,1
g0000159.wav,Glass,1
g0000160.wav,Glass,1
g0000161.wav,Glass,1
g0000162.wav,Glass,1
g0000163.wav,Glass,1
g0000164.wav,Glass,1
g0000165.wav,Glass,1
g0000166.wav,Glass,1
g0000167.wav,Glass,1
g0000168.wav,Glass,1
g0000169.wav,Glass,1
g0000170.wav,Glass,1
g0000171.wav,Glass,1
g0000172.wav,Glass,1
g0000173.wav,Glass,1
g0000174.wav,Glass,1
g0000175.wav,Glass,1
g0000176.wav,Glass,1
g0000177.wav,Glass,1
g0000178.wav,Glass,1
g0000179.wav,Glass,1
g0000180.wav,Glass,1
g0000181.wav,Glass,1
g0000182.wav,Glass,1
g0000183.wav,Glass,1
g0000184.wav,Glass,1
g0000185.wav,Glass,1
g0000186.wav,Glass,1
g0000187.wav,Glass,1
g0000188.wav,Glass,1
g0000189.wav,Glass,1
g0000190.wav,Glass,1
g0000191.wav,Glass,1
g0000192.wav,Glass,1
g0000193.wav,Glass,1
g0000194.wav,Glass,1
g0000195.wav,Glass,1
g0000196.wav,Glass,1
g0000197.wav,Glass,1
g0000198.wav,Glass,1
g0000199.wav,Glass,1
g0000200.wav,Glass,1
g0000201.wav,Glass,1
g0000202.wav,Glass,1
g0000203.wav,Glass,1
g0000204.wav,Glass,1
g0000205.wav,Glass,1
g0000206.wav,Glass,1
g0000207.wav,Glass,1
g0000208.wav,Glass,1
g0000209.wav,Glass,1
g0000210.wav,Glass,1
g0000211.wav,Glass,1
g0000212.wav,Glass,1
g0000213.wav,Glass,1
g0000214.wav,Glass,1
g0000215.wav,Glass,1
g0000216.wav,Glass,1
g0000217.wav,Glass,1
g0000218.wav,Glass,1
g0000219.wav,Glass,1
g0000220.wav,Glass,1
g0000221.wav,Glass,1
g0000222.wav,Glass,1
g0000223.wav,Glass,1
g0000224.wav,Glass,1
g0000225.wav,Glass,1
g0000226.wav,Glass,1
g0000227.wav,Glass,1
g0000228.wav,Glass,1
g0000229.wav,Glass,1
g0000230.wav,Glass,1
g0000231.wav,Glass,1
g0000232.wav,Glass,1
g0000233.wav,Glass,1
g0000234.wav,Glass,1
g0000235.wav,Glass,1
g0000236.wav,Glass,1
g0000237.wav,Glass,1
g0000238.wav,Glass,1
g0000239.wav,Glass,1
g0000240.wav,Glass,1
g0000241.wav,Glass,1
g0000242.wav,Glass,1
g0000243.wav,Glass,1
g0000244.wav,Glass,1
g0000245.wav,Glass,1
g0000246.wav,Glass,1
g0000247.wav,Glass,1
g0000248.wav,Glass,1
g0000249.wav,Glass,1
g0000250.wav,Glass,1
g0000251.wav,Glass,1
g0000252.wav,Glass,1
g0000253.wav,Glass,1
g0000254.wav,Glass,1
g0000255.wav,Glass,1
g0000256.wav,Glass,1
g0000257.wav,Glass,1
g0000258.wav,Glass,1
g0000259.wav,Glass,1
g0000260.wav,Glass,1
g0000261.wav,Glass,1
g0000262.wav,Glass,1
g0000263.wav,Glass,1
g0000264.wav,Glass,1
g0000265.wav,Glass,1
g0000266.wav,Glass,1
g0000267.wav,Glass,1
g0000268.wav,Glass,1
g0000269.wav,Glass,1
g0000270.wav,Glass,1
g0000271.wav,Glass,1
g0000272.wav,Glass,1
g0000273.wav,Glass,1
g0000274.wav,Glass,1
g0000275.wav,Glass,1
g0000276.wav,Glass,1
g0000277.wav,Glass,1
g0000278.wav,Glass,1
g0000279.wav,Glass,1
g0000280.wav,Glass,1
g0000281.wav,Glass,1
g0000282.wav,Glass,1
g0000283.wav,Glass,1
g0000284.wav,Glass,1
g0000285.wav,Glass,1
g0000286.wav,Glass,1
g0000287.wav,Glass,1
g0000288.wav,Glass,1
g0000289.wav,Glass,1
g0000290.wav,Glass,1
g0000291.wav,Glass,1
g0000292.wav,Glass,1
g0000293.wav,Glass,1
g0000294.wav,Glass,1
g0000295.wav,Glass,1
g0000296.wav,Glass,1
g0000297.wav,Glass,1
g0000298.wav,Glass,1
g0000299.wav,Glass,1
g0000300.wav,Glass,1
g0000301.wav,Glass,1
g0000302.wav,Glass,1
g0000303.wav,Glass,1
g0000304.wav,Glass,1
g0000305.wav,Glass,1
g0000306.wav,Glass,1
g0000307.wav,Glass,1
g0000308.wav,Glass,1
g0000309.wav,Glass,1
g0000310.wav,Glass,1
g0000311.wav,Glass,1
g0000312.wav,Glass,1
g0000313.wav,Glass,1
g0000314.wav,Glass,1
g0000315.wav,Glass,1
g0000316.wav,Glass,1
g0000317.wav,Glass,1
g0000318.wav,Glass,1
g0000319.wav,Glass,1
g0000320.wav,Glass,1
g0000321.wav,Glass,1
g0000322.wav,Glass,1
g0000323.wav,Glass,1
g0000324.wav,Glass,1
g0000325.wav,Glass,1
g0000326.wav,Glass,1
g0000327.wav,Glass,1
g0000328.wav,Glass,1
g0000329.wav,Glass,1
g0000330.wav,Glass,1
g0000331.wav,Glass,1
g0000332.wav,Glass,1
g0000333.wav,Glass,1
g0000334.wav,Glass,1
g0000335.wav,Glass,1
g0000336.wav,Glass,1
g0000337.wav,Glass,1
g0000338.wav,Glass,1
g0000339.wav,Glass,1
g0000340.wav,Glass,1
g0000341.wav,Glass,1
g0000342.wav,Glass,1
g0000343.wav,Glass,1
g0000344.wav,Glass,1
g0000345.wav,Glass,1
g0000346.wav,Glass,1
g0000347.wav,Glass,1
g0000348.wav,Glass,1
g0000349.wav,Glass,1
g0000350.wav,Glass,1
g0000351.wav,Glass,1
g0000352.wav,Glass,1
g0000353.wav,Glass,1
g0000354.wav,Glass,1
g0000355.wav,Glass,1
g0000356.wav,Glass,1
g0000357.wav,Glass,1
g0000358.wav,Glass,1
g0000359.wav,Glass,1
g0000360.wav,Glass,1
g0000361.wav,Glass,1
g0000362.wav,Glass,1
g0000363.wav,Glass,1
g0000364.wav,Glass,1
g0000365.wav,Glass,1
g0000366.wav,Glass,1
g0000367.wav,Glass,1
g0000368.wav,Glass,1
g0000369.wav,Glass,1
g0000370.wav,Glass,1
g0000371.wav,Glass,1
g0000372.wav,Glass,1
g0000373.wav,Glass,1
g0000374.wav,Glass,1
g0000375.wav,Glass,1
g0000376.wav,Glass,1
g0000377.wav,Glass,1
g0000378.wav,Glass,1
g0000379.wav,Glass,1
g0000380.wav,Glass,1
g0000381.wav,Glass,1
g0000382.wav,Glass,1
g0000383.wav,Glass,1
g0000384.wav,Glass,1
g0000385.wav,Glass,1
g0000386.wav,Glass,1
g0000387.wav,Glass,1
g0000388.wav,Glass,1
g0000389.wav,Glass,1
g0000390.wav,Glass,1
g0000391.wav,Glass,1
g0000392.wav,Glass,1
g0000393.wav,Glass,1
g0000394.wav,Glass,1
g0000395.wav,Glass,1
g0000396.wav,Glass,1
g0000397.wav,Glass,1
g0000398.wav,Glass,1
g0000399.wav,Glass,1
g0000400.wav,Glass,1
g0000401.wav,Glass,1
g0000402.wav,Glass,1
g0000403.wav,Glass,1
g0000404.wav,Glass,1
g0000405.wav,Glass,1
g0000406.wav,Glass,1
g0000407.wav,Glass,1
g0000408.wav,Glass,1
g0000409.wav,Glass,1
g0000410.wav,Glass,1
g0000411.wav,Glass,1
g0000412.wav,Glass,1
g0000413.wav,Glass,1
g0000414.wav,Glass,1
g0000415.wav,Glass,1
g0000416.wav,Glass,1
g0000417.wav,Glass,1
g0000418.wav,Glass,1
g0000419.wav,Glass,1
g0000420.wav,Glass,1
g0000421.wav,Glass,1
g0000422.wav,Glass,1
g0000423.wav,Glass,1
g0000424.wav,Glass,1
g0000425.wav,Glass,1
g0000426.wav,Glass,1
g0000427.wav,Glass,1
g0000428.wav,Glass,1
g0000429.wav,Glass,1
g0000430.wav,Glass,1
g0000431.wav,Glass,1
g0000432.wav,Glass,1
g0000433.wav,Glass,1
g0000434.wav,Glass,1
g0000435.wav,Glass,1
g0000436.wav,Glass,1
g0000437.wav,Glass,1
g0000438.wav,Glass,1
g0000439.wav,Glass,1
g0000440.wav,Glass,1
g0000441.wav,Glass,1
g0000442.wav,Glass,1
g0000443.wav,Glass,1
g0000444.wav,Glass,1
g0000445.wav,Glass,1
g0000446.wav,Glass,1
g0000447.wav,Glass,1
g0000448.wav,Glass,1
g0000449.wav,Glass,1
g0000450.wav,Glass,1
g0000451.wav,Glass,1
g0000452.wav,Glass,1
g0000453.wav,Glass,1
g0000454.wav,Glass,1
g0000455.wav,Glass,1
g0000456.wav,Glass,1
g0000457.wav,Glass,1
g0000458.wav,Glass,1
g0000459.wav,Glass,1
g0000460.wav,Glass,1
g0000461.wav,Glass,1
g0000462.wav,Glass,1
g0000463.wav,Glass,1
g0000464.wav,Glass,1
g0000465.wav,Glass,1
g0000466.wav,Glass,1
g0000467.wav,Glass,1
g0000468.wav,Glass,1
g0000469.wav,Glass,1
g0000470.wav,Glass,1
g0000471.wav,Glass,1
g0000472.wav,Glass,1
g0000473.wav,Glass,1
g0000474.wav,Glass,1
g0000475.wav,Glass,1
g0000476.wav,Glass,1
g0000477.wav,Glass,1
g0000478.wav,Glass,1
g0000479.wav,Glass,1
g0000480.wav,Glass,1
g0000481.wav,Glass,1
g0000482.wav,Glass,1
g0000483.wav,Glass,1
g0000484.wav,Glass,1
g0000485.wav,Glass,1
g0000486.wav,Glass,1
g0000487.wav,Glass,1
g0000488.wav,Glass,1
g0000489.wav,Glass,1
g0000490.wav,Glass,1
g0000491.wav,Glass,1
g0000492.wav,Glass,1
g0000493.wav,Glass,1
g0000494.wav,Glass,1
g0000495.wav,Glass,1
g0000496.wav,Glass,1
g0000497.wav,Glass,1
g0000498.wav,Glass,1
g0000499.wav,Glass,1
g0000500.wav,Glass,1
g0000501.wav,Glass,1
g0000502.wav,Glass,1
g0000503.wav,Glass,1
g0000504.wav,Glass,1
g0000505.wav,Glass,1
g0000506.wav,Glass,1
g0000507.wav,Glass,1
g0000508.wav,Glass,1
g0000509.wav,Glass,1
g0000510.wav,Glass,1
g0000511.wav,Glass,1
g0000512.wav,Glass,1
g0000513.wav,Glass,1
g0000514.wav,Glass,1
g0000515.wav,Glass,1
g0000516.wav,Glass,1
g0000517.wav,Glass,1
g0000518.wav,Glass,1
g0000519.wav,Glass,1
g0000520.wav,Glass,1
g0000521.wav,Glass,1
g0000522.wav,Glass,1
g0000523.wav,Glass,1
g0000524.wav,Glass,1
g0000525.wav,Glass,1
g0000526.wav,Glass,1
g0000527.wav,Glass,1
g0000528.wav,Glass,1
g0000529.wav,Glass,1
g0000530.wav,Glass,1
g0000531.wav,Glass,1
g0000532.wav,Glass,1
g0000533.wav,Glass,1
g0000534.wav,Glass,1
g0000535.wav,Glass,1
g0000536.wav,Glass,1
g0000537.wav,Glass,1
g0000538.wav,Glass,1
g0000539.wav,Glass,1
g0000540.wav,Glass,1
g0000541.wav,Glass,1
g0000542.wav,Glass,1
g0000543.wav,Glass,1
g0000544.wav,Glass,1
g0000545.wav,Glass,1
g0000546.wav,Glass,1
g0000547.wav,Glass,1
g0000548.wav,Glass,1
g0000549.wav,Glass,1
g0000550.wav,Glass,1
g0000551.wav,Glass,1
g0000552.wav,Glass,1
g0000553.wav,Glass,1
g0000554.wav,Glass,1
g0000555.wav,Glass,1
g0000556.wav,Glass,1
g0000557.wav,Glass,1
g0000558.wav,Glass,1
g0000559.wav,Glass,1
g0000560.wav,Glass,1
g0000561.wav,Glass,1
g0000562.wav,Glass,1
g0000563.wav,Glass,1
g0000564.wav,Glass,1
g0000565.wav,Glass,1
g0000566.wav,Glass,1
g0000567.wav,Glass,1
g0000568.wav,Glass,1
g0000569.wav,Glass,1
g0000570.wav,Glass,1
